"TIME","L1(2)"
0,4.50027
5.000436748e-009,3.60057
5.420347428e-009,3.527
6.260168789e-009,3.37645
7.939811511e-009,3.07226
1.129909696e-008,2.46666
1.801766784e-008,1.25845
3.145480962e-008,-1.1594
5.832909317e-008,-4.49682
3.064185238e-005,-4.49379
0.0002447486683,-4.47274
0.0004894421723,-4.4504
0.0009788291802,-4.41627
0.001243217303,-4.40507
0.001283776529,-4.40382
0.001283932683,-4.40388
0.001283997155,-4.40351
0.001284014526,-4.4046
0.001284049268,-4.4039
0.00128425772,-4.40445
0.001301767688,-4.40382
0.001426283017,-4.40122
0.001568586249,-4.4001
0.001868929541,-4.40417
0.00192391245,-4.40578
0.001924901521,-4.40589
0.001924909291,-4.40539
0.001924919291,-3.80249
0.001924939291,-2.5939
0.001924979291,-0.178163
0.00192505824,4.59079
0.00192508224,4.59157
0.00192511424,4.5908
0.00199058624,4.58183
0.00218719424,4.55322
0.002870514785,4.44827
0.003159773385,4.40822
0.003187091405,4.40472
0.00318782693,4.40467
0.003187833573,4.40539
0.003187846859,4.40467
0.003187873431,4.40461
0.003187881323,4.40828
0.003187897107,4.40396
0.003187928675,4.40499
0.0032525168,4.39709
0.003317168061,4.38954
0.003446470582,4.37589
0.003608085841,4.36183
0.00369015054,4.35608
0.003691044334,4.35609
0.003691502351,4.35599
0.003691510683,4.35449
0.003691520683,2.49645
0.003691540683,-1.22241
0.003691580683,-4.64059
0.003711980683,-4.63992
0.003773420683,-4.63729
0.003855340683,-4.63297
0.004019180683,-4.62167
0.004346860683,-4.59009
0.004772267596,-4.53689
0.005244854858,-4.47229
0.005713647392,-4.41454
0.006239894451,-4.37082
0.006318899595,-4.36646
0.006478146402,-4.36018
0.006479080518,-4.36004
0.00647909033,-4.35889
0.006479109954,-4.36025
0.006479149203,-4.36061
0.006479160267,-4.35886
0.006479182395,-4.36024
0.006479492183,-4.36054
0.006524455745,-4.35932
0.006660408564,-4.35743
0.006841678989,-4.35897
0.006918907088,-4.36104
0.006920162916,-4.36106
0.006920168564,-4.36323
0.006920178564,-3.7545
0.006920198564,-2.54372
0.006920238564,-0.120351
0.006920317045,4.63552
0.006920325045,4.63517
0.006920341045,4.63665
0.006920437045,4.63567
0.006985845045,4.62663
0.007051381045,4.61715
0.007182453045,4.59678
0.007444597045,4.55193
0.007858234884,4.47721
0.008286601507,4.40552
0.008553857763,4.36785
0.008588730047,4.3634
0.00858894536,4.36354
0.008589041369,4.36315
0.008589194314,4.36315
0.008589294046,4.36371
0.008657244784,4.35564
0.008725328498,4.34813
0.008895532897,4.3326
0.008980091427,4.32667
0.008981024172,4.32659
0.008981125018,4.32645
0.008981268194,4.32685
0.008981285623,4.32534
0.008981330444,4.32831
0.008981350369,4.32752
0.008981353484,4.32244
0.008981359714,3.15896
0.008981372173,0.824648
0.008981389632,-2.44482
0.00898142455,-4.67076
0.008981494385,-4.66969
0.008981913395,-4.67014
0.009052865865,-4.66694
0.009124377015,-4.66297
0.009267399315,-4.65253
0.009553443916,-4.62286
0.009973807358,-4.56367
0.01047086789,-4.48317
0.01094312135,-4.41108
0.01143671798,-4.35558
0.0116957869,-4.3379
0.01182842271,-4.33236
0.01182886979,-4.33227
0.01182906518,-4.33264
0.011829099,-4.33189
0.01182930193,-4.33246
0.0118293107,-4.33413
0.01182932825,-4.33554
0.01182936333,-4.33334
0.01182957383,-4.33281
0.01186521911,-4.33182
0.01197299697,-4.3301
0.01211670077,-4.33086
0.0121969483,-4.33282
0.01219712851,-4.33226
0.01219721249,-4.33268
0.01219722249,-3.72323
0.01219724249,-2.51173
0.01219724874,-2.13507
0.01219726124,-1.37296
0.01219728625,0.146166
0.01219736063,4.66351
0.01219739064,4.66422
0.01219767068,4.66351
0.01220759227,4.6624
0.01227928374,4.65248
0.01236121685,4.64021
0.01252508306,4.61305
0.01285281549,4.55148
0.01330026533,4.46273
0.0137382317,4.38414
0.01402273058,4.34277
0.01406902443,4.33688
0.01406904097,4.33625
0.01406907404,4.337
0.01406908356,4.33412
0.01406910259,4.33698
0.0140691086,4.33412
0.01406912061,4.33847
0.01406913763,4.33551
0.01406917165,4.33699
0.01406937581,4.33737
0.01410394622,4.33315
0.0142084741,4.32182
0.0143478446,4.30982
0.01440963833,4.30568
0.01441022148,4.30609
0.01441029066,4.30537
0.01441046484,4.30572
0.01441053651,4.30537
0.01441055567,4.30643
0.01441060482,4.30505
0.01441062982,4.30511
0.01441063648,3.04989
0.01441064981,0.546856
0.01441067647,-4.46715
0.01441072978,-4.69041
0.01441147615,-4.69091
0.01446521465,-4.68853
0.01451980615,-4.68554
0.01462898915,-4.67791
0.01484735515,-4.65648
0.01526204222,-4.59793
0.01571447875,-4.51826
0.01618358962,-4.4338
0.0166606274,-4.36253
0.01724178279,-4.31531
0.01730299387,-4.313
0.01730302883,-4.31335
0.01730309877,-4.31228
0.01730323863,-4.31318
0.01730324769,-4.31231
0.0173032658,-4.31371
0.01730331234,-4.31232
0.01730333295,-4.31371
0.01730333936,-4.31661
0.01730335217,-4.31232
0.01730337779,-4.31368
0.01730353151,-4.31337
0.0173557975,-4.31202
0.01740826846,-4.31109
0.01753945235,-4.31106
0.01763161874,-4.31309
0.01763285005,-4.31305
0.01763286296,-4.31225
0.01763288878,-4.31298
0.01763289263,-4.31392
0.01763290034,-3.84689
0.01763291575,-2.90591
0.01763294657,-1.03189
0.01763304056,4.68314
0.01763307755,4.68385
0.01763322552,4.68296
0.01763381737,4.68346
0.01768353318,4.67675
0.017835048,4.65382
0.01803706778,4.6181
0.01844110732,4.53595
0.0189017697,4.43921
0.01935627099,4.3569
0.01942797351,4.34551
0.01960274144,4.321
0.01962634861,4.31809
0.01962652524,4.31809
0.01962661729,4.31735
0.01962665611,4.31808
0.01962666706,4.31669
0.01962668896,4.31732
0.01962669569,4.31959
0.01962670914,4.31813
0.01962673603,4.31734
0.01962678983,4.31881
0.01962754299,4.31836
0.01968177037,4.31208
0.01973685851,4.30624
0.01987457513,4.29428
0.01993740273,4.29009
0.01993855638,4.29001
0.01993856353,4.2934
0.01993857353,2.4041
0.01993859353,-1.36712
0.01993863353,-4.7064
0.01995903353,-4.70563
0.02002047353,-4.70249
0.02010239353,-4.69709
0.02026623353,-4.68239
0.02059391353,-4.63945
0.02101794427,-4.56499
0.02146955664,-4.47586
0.02194841039,-4.38826
0.02243813494,-4.32354
0.02269336739,-4.30356
0.02277314952,-4.29949
0.0228240393,-4.2975
0.02282447981,-4.29755
0.02282452796,-4.297
0.02282459216,-4.29771
0.02282460946,-4.29917
0.02282464407,-4.29917
0.02282465397,-4.29631
0.02282467378,-4.29623
0.02282467998,-4.30214
0.02282469239,-4.29922
0.0228247172,-4.29698
0.02282476682,-4.29881
0.02282506456,-4.2981
0.02285007476,-4.29718
0.02292629633,-4.2956
0.02305333861,-4.29561
0.02312780283,-4.29714
0.02312840303,-4.29714
0.02312886269,-4.29701
0.02312886949,-4.29923
0.0231288831,-4.29777
0.02312896474,-4.29663
0.02312897217,-4.30213
0.02312898217,-3.68832
0.02312900217,-2.47246
0.02312904217,-0.0363597
0.02312911997,4.6995
0.02312912797,4.69771
0.02312914397,4.70065
0.02312917597,4.69988
0.02312936797,4.69933
0.02316187997,4.69514
0.02326018397,4.68097
0.02339125597,4.65944
0.02365339997,4.60913
0.02454284531,4.4149
0.02500710894,4.33202
0.02508262687,4.32074
0.02519117873,4.30614
0.02521345817,4.30345
0.02521347714,4.30283
0.02521351508,4.30354
0.02521361117,4.3028
0.0252136516,4.30281
0.02521366295,4.30069
0.02521368566,4.30208
0.02521369259,4.30504
0.02521370644,4.30359
0.0252138384,4.30391
0.02523299102,4.30158
0.02529090132,4.29518
0.02536811505,4.28773
0.02546462754,4.28024
0.02550549004,4.27769
0.02550550895,4.27665
0.02550562244,4.27774
0.02550562496,4.29343
0.02550563,3.32472
0.02550564008,1.42823
0.02550566024,-2.37647
0.02550570056,-4.71949
0.0255057812,-4.71842
0.02550626504,-4.71904
0.0255469076,-4.71704
0.02567077065,-4.70904
0.02583592139,-4.69341
0.02616622286,-4.64761
0.0266108886,-4.56471
0.02706378397,-4.47013
0.0275454845,-4.37776
0.02804377426,-4.31022
0.02829728802,-4.29068
0.02839438116,-4.28617
0.02840269052,-4.28601
0.02840321845,-4.28535
0.02840328116,-4.28608
0.0284034392,-4.28608
0.02840350443,-4.28573
0.02840352199,-4.28462
0.02840355711,-4.28609
0.02840376785,-4.28665
0.02840573468,-4.28628
0.0284394518,-4.28522
0.02854734658,-4.28354
0.02869131174,-4.285
0.02869145233,-4.28537
0.02869146143,-4.28178
0.02869147964,-4.2846
0.02869151605,-4.28463
0.02869152122,-4.28759
0.02869153122,-3.67669
