"TIME","L1(2)"
0,4.50027
6.260419842e-009,3.37414
7.940398485e-009,3.07146
1.130035577e-008,2.46714
1.802027034e-008,1.25768
3.146009948e-008,-1.16021
5.833975777e-008,-4.49686
3.06514732e-005,-4.48768
0.0001224403896,-4.46057
0.0002448256114,-4.42634
0.0004895960551,-4.37027
0.000634351368,-4.34708
0.000670548693,-4.34256
0.000743438558,-4.3353
0.000743564586,-4.33586
0.00076185665,-4.33436
0.000817164938,-4.33107
0.000890909322,-4.32909
0.00103839809,-4.33335
0.001115355709,-4.33987
0.001115360234,-4.3406
0.001115387381,-2.69257
0.001115508464,4.65661
0.001115551899,4.65625
0.001115957294,4.65647
0.001145145749,4.6445
0.001234101038,4.60598
0.001589922197,4.44097
0.00183407596,4.33993
0.001845601298,4.33554
0.001845740769,4.3356
0.001845746061,4.33462
0.001845756645,4.33588
0.001845772229,4.33644
0.001845865731,4.33583
0.001877656428,4.3241
0.001909571794,4.3128
0.001973402527,4.29205
0.002109040989,4.257
0.002138230115,4.25112
0.002138238005,4.25132
0.002138248005,2.34704
0.002138268005,-1.4623
0.002138308005,-4.74563
0.002140788005,-4.74517
0.002179188005,-4.74036
0.002220148005,-4.73404
0.002302068005,-4.71793
0.002465908005,-4.67349
0.002709431482,-4.58588
0.002972016661,-4.47864
0.00324695976,-4.37333
0.003524537814,-4.29468
0.003678685885,-4.26799
0.003726871546,-4.26247
0.003749627189,-4.2604
0.003750001418,-4.26029
0.003750055875,-4.26022
0.003750079661,-4.26113
0.003750412665,-4.26079
0.003774388953,-4.25903
0.003798745817,-4.25765
0.003847459545,-4.25619
0.003944887,-4.25846
0.004003545317,-4.26313
0.004006650375,-4.2636
0.004006821671,-4.26349
0.004006835518,-4.26281
0.0040068673,-4.26344
0.004006875475,-3.76404
0.004006891825,-2.76682
0.004006924525,-0.770311
0.004006989925,3.22209
0.004007014672,4.7334
0.004007027752,4.73266
0.004007210872,4.73294
0.004033789432,4.722
0.004114152949,4.68619
0.004221304306,4.63334
0.004435607019,4.51851
0.004691317217,4.38379
0.004953887497,4.27025
0.004966078444,4.26563
0.004966083835,4.26493
0.004966094618,4.26613
0.0049661104,4.26666
0.004966141964,4.26597
0.004998400633,4.25438
0.005030722431,4.24344
0.005095366026,4.22409
0.005160008795,4.20827
0.005193344248,4.20153
0.005194332129,4.20129
0.005194340465,4.20178
0.005194390481,4.20115
0.005194395273,4.20245
0.005194404857,2.35393
0.005194424025,-1.33945
0.005194430066,-2.503
0.005194442148,-4.79456
0.005194611296,-4.7952
0.005219161938,-4.79214
0.005243905893,-4.78852
0.005293393801,-4.77968
0.005392369619,-4.75599
0.005590321254,-4.68827
0.005836671653,-4.57829
0.006099552526,-4.44992
0.006372456462,-4.32957
0.006670015999,-4.24002
0.006821269597,-4.21647
0.006847417811,-4.21393
0.006847536347,-4.21451
0.006857493371,-4.21365
0.006887838587,-4.21176
0.006928298875,-4.21047
0.007009219451,-4.21217
0.007052235225,-4.21537
0.007062404108,-4.21616
0.00706264175,-4.21645
0.007062651967,-4.21737
0.007062713269,-4.21607
0.007062747676,-4.21589
0.007062768634,-4.21584
0.007062778121,-4.21704
0.007062788121,-3.60324
0.007062808121,-2.3795
0.007062848121,0.071975
0.007062924977,4.78002
0.007062932977,4.78058
0.007062980977,4.77962
0.007063172977,4.78009
0.007079300977,4.77351
0.007128452977,4.75215
0.007193988977,4.72094
0.007325060977,4.65108
0.007587204977,4.4972
0.007831184094,4.35767
0.008104664934,4.23294
0.008132770271,4.22219
0.008133082258,4.222
0.0081331486,4.22167
0.008133237056,4.22205
0.008133242895,4.22141
0.008133254573,4.22329
0.008133418065,4.22231
0.00815714776,4.21388
0.008181064302,4.20576
0.008228897387,4.19109
0.008332417324,4.16693
0.008332796285,4.16677
0.008333087021,4.16691
0.008333093232,4.16553
0.008333103232,2.22263
0.008333123232,-1.66394
0.008333163232,-4.82987
0.008353563232,-4.82726
0.008415003232,-4.81696
0.008496923232,-4.79769
0.008660763232,-4.74237
0.008903447957,-4.63015
0.009174059914,-4.48478
0.009450237878,-4.3431
0.009725047299,-4.23604
0.009876184115,-4.19818
0.009913977136,-4.19136
0.009993107927,-4.18127
0.009998758948,-4.18072
0.009999011656,-4.18105
0.009999050216,-4.18067
0.009999061108,-4.18183
0.00999912646,-4.18101
0.009999736412,-4.1812
0.01002134614,-4.17955
0.01004365296,-4.17835
0.01008826659,-4.17741
0.01018167829,-4.18165
0.01019215447,-4.18265
0.01019215997,-4.18221
0.01019217897,-4.18467
0.01019218897,-3.56786
0.01019220897,-2.34177
0.01019224896,0.115844
0.01019232546,4.81396
0.01019238146,4.81409
0.01022508546,4.80034
0.01025785346,4.78577
0.01032338946,4.754
0.01045446146,4.68179
0.01096300363,4.36634
0.01123041796,4.22997
0.01128452662,4.20696
0.01132764511,4.19026
0.0113279471,4.19032
0.01132805886,4.18981
0.01132810556,4.18997
0.01132811849,4.19068
0.01132814433,4.18997
0.01132819602,4.19065
0.01133470871,4.18816
0.0113545569,4.18118
0.01138102115,4.17248
0.01143394967,4.15722
0.0114968008,4.14291
0.01151055113,4.1404
0.01151055806,4.14126
0.01151057191,4.14008
0.01151059961,4.14064
0.01151060778,4.13962
0.01151062413,4.13982
0.01151062947,4.1418
0.01151064798,4.14121
0.01151065798,2.1847
0.01151067798,-1.72471
0.01151071797,-4.85654
0.01151319797,-4.85601
0.01153111798,-4.85364
0.01159255797,-4.84288
0.01167447797,-4.82254
0.01183831797,-4.76368
0.01208084687,-4.64358
0.01235010614,-4.4879
0.01262711158,-4.33425
0.01290159458,-4.21789
0.01305352305,-4.1761
0.01308719901,-4.16929
0.01315455093,-4.15897
0.01318614983,-4.15568
0.01318616634,-4.15522
0.01318626539,-4.15578
0.01318642316,-4.15631
0.0131869373,-4.15609
0.0132039382,-4.15477
0.01325658614,-4.15256
0.01332678339,-4.15412
0.01336520924,-4.15714
0.01336523512,-4.15744
0.01336526964,-4.15713
0.01336527458,-4.1556
0.01336530422,-2.33442
0.01336534374,0.0991089
0.01336542075,4.83924
0.01336544446,4.83878
0.01336553931,4.83962
0.01336743627,4.83857
0.01339778763,4.82594
0.01343016242,4.8115
0.01349491199,4.7798
0.01362441113,4.70697
0.01387062175,4.5482
0.01414218742,4.37067
0.01440758452,4.22544
0.01445049322,4.20535
0.0145403321,4.16847
0.0145467001,4.16616
0.01454699563,4.16607
0.01454702822,4.16637
0.01454707168,4.16575
0.01454710802,4.16611
0.01454744714,4.1663
0.01457186403,4.15776
0.0145966685,4.1497
0.01464627742,4.13556
0.01470518707,4.12234
0.01471819314,4.11999
0.0147183403,4.11979
0.01471841761,4.11911
0.01471842468,4.12177
0.01471843468,2.15528
0.01471845468,-1.77407
0.01471849468,-4.87676
0.01473889468,-4.87389
0.01480033468,-4.86274
0.01488225468,-4.84155
0.01504609468,-4.77989
0.01528853037,-4.65364
0.0155568628,-4.49001
0.01583438615,-4.32721
0.01610864334,-4.20377
0.01626105634,-4.159
0.01629375032,-4.1519
0.01635913827,-4.14095
0.01639851505,-4.13652
0.01639968065,-4.13647
0.01639969726,-4.13706
0.01639973048,-4.13596
0.01639979694,-4.1365
0.01639992984,-4.13631
0.01639993846,-4.13785
0.01639995571,-4.13799
0.0163999902,-4.13686
0.01641757908,-4.13547
0.01647055265,-4.1333
0.01654560018,-4.13552
0.01656880602,-4.13746
0.01656929079,-4.13756
0.0165692996,-4.13858
0.0165693296,-2.28842
0.01656933585,-1.90231
0.01656934836,-1.13421
0.01656937336,0.408562
0.01656942337,3.48956
0.01656944559,4.85983
0.01656945559,4.85866
0.01657007569,4.85879
0.01658991886,4.85066
0.01665136869,4.82304
0.0167333018,4.78075
0.01689716802,4.68161
0.01714753822,4.51078
0.01740316533,4.33935
0.01767396889,4.19318
0.01771770561,4.17378
0.01776964293,4.15295
0.01778365464,4.14778
0.01778395678,4.14766
0.01778409,4.14762
0.01778417331,4.14751
0.01778419926,4.14666
0.01778420699,4.14844
0.01778431528,4.14801
0.0178000328,4.14249
0.01784755663,4.1274
0.01791092174,4.11132
0.0179470686,4.10424
0.01794763829,4.10426
0.01794775611,4.10401
0.01794780211,4.10306
0.01794782568,4.10367
0.01794783203,2.85366
0.01794784472,0.346349
0.01794787011,-4.66455
0.0179479209,-4.89223
0.01794863187,-4.89239
0.01797382075,-4.88875
0.01799982217,-4.88426
0.01805182502,-4.87294
0.0181558307,-4.84147
0.01836384207,-4.74875
0.01862638858,-4.59421
0.01889202531,-4.42392
0.01916742733,-4.2666
0.01947167018,-4.15201
0.01961684821,-4.12551
0.01964069588,-4.12298
0.01964176334,-4.12289
0.01964179027,-4.1236
0.01964182618,-4.1231
0.01964232889,-4.12333
0.01966013926,-4.12188
0.01971529395,-4.11972
0.01979228231,-4.12252
0.01980493821,-4.12363
0.01980499225,-4.12382
0.01980506431,-4.12359
0.01980507395,-4.1226
0.01980510395,-2.27159
0.0198051102,-1.88573
0.0198051227,-1.11523
0.0198051477,0.427274
0.01980521975,4.87311
0.01980524976,4.87192
0.01980536978,4.87283
0.01982569303,4.86456
0.01988714286,4.83693
0.01996907597,4.79438
0.02013294218,4.69394
0.02038273479,4.51981
0.02064475473,4.33925
0.02091446389,4.18874
0.02095820191,4.16853
0.02101287504,4.1457
0.02104192694,4.13478
0.02104270883,4.13451
0.02104272011,4.13367
0.02104274265,4.13359
0.02104278774,4.13497
0.0210428253,4.13451
0.02104317586,4.13494
0.0210555957,4.13049
0.02109405713,4.11811
0.02115815846,4.10136
0.02119742577,4.09353
0.02120068725,4.09319
0.02120098866,4.0928
0.02120114309,4.09279
0.02120122405,4.09287
0.02120123879,4.09342
0.02120126826,4.09305
0.02120127688,4.09417
0.0212012969,4.09341
0.02120130245,2.99077
0.02120131357,0.797099
0.0212013358,-3.60259
0.02120138027,-4.90321
0.02120164705,-4.90367
0.02122405688,-4.90044
0.02124682242,-4.89655
0.02129235351,-4.88691
0.02138341568,-4.86055
0.02156554001,-4.78312
0.02182188815,-4.63464
0.02208528075,-4.46124
0.02236387835,-4.29053
0.02264442368,-4.16548
0.02279217537,-4.12588
0.02282912194,-4.11915
0.02288746891,-4.11157
0.02288989859,-4.11119
0.02289004399,-4.11152
0.0228900816,-4.11091
0.02289017688,-4.11083
0.022890217,-4.11124
0.02289022828,-4.1105
0.02289025085,-4.11113
0.02289025774,-4.11238
0.02289027152,-4.11042
